LURN_SAK,Incident Date,Incident Reported Date,Category,Stat Code,Stat Code Desc,Address,Street,City,Zip,Incident ID,Reporting District,Sequential (per Station),Gang Related,Unit ID,Unit Name,Longitude,Latitude,Part Category,OBJECTID,x,y
20147116,2/5/2023 8:00:00 PM,2/6/2023 12:00:00 AM,AGGRAVATED ASSAULT,52,"ASSAULT, AGGRAVATED: ADW - KNIFE","11700 BUDLONG AVE, LOS ANGELES, CA 90044",11700 BUDLONG AVE,LOS ANGELES,90044,023-01136-0378,378,1136,NO,CA0190003,SOUTH LOS ANGELES,-118.2950151,33.92718246,1,9675,-13168540.84,4019028.596
20133942,1/21/2023 2:00:00 AM,1/21/2023 12:00:00 AM,GRAND THEFT AUTO,93,"GRAND THEFT VEHICLE (GTA): Truck, Motor Home, Cargo Van","41400 151ST ST E, LANCASTER, CA",41400 151ST ST E,LANCASTER,,923-01236-1197,1197,1236,NO,CA0190024,LANCASTER,-117.8611756,34.63500425,1,9676,-13120246.05,4114389.644
20146515,2/5/2023 11:59:30 AM,2/5/2023 12:00:00 AM,FRAUD AND NSF CHECKS,112,FRAUD: Fraud By False Pretenses,"3500 SANBORN AVE, LYNWOOD, CA 90262",3500 SANBORN AVE,LYNWOOD,90262,923-01834-2112,2112,1834,NO,CA01900V3,CENTURY,-118.2079598,33.92842553,2,9677,-13158849.89,4019195.368
20156729,2/16/2023 4:16:00 PM,2/17/2023 12:00:00 AM,GRAND THEFT AUTO,91,GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van,"1100 W AVENUE L, LANCASTER, CA",1100 W AVENUE L,LANCASTER,,923-02831-1126,1126,2831,NO,CA0190024,LANCASTER,-118.1512025,34.66038088,1,9678,-13152531.69,4117823.507
20129344,1/11/2023 11:30:00 PM,1/16/2023 12:00:00 AM,AGGRAVATED ASSAULT,53,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","1300 W RANCHO VISTA BLVD, PALMDALE, CA",1300 W RANCHO VISTA BLVD,PALMDALE,,023-00734-2618,2618,734,NO,CA01900W9,PALMDALE,-118.1540159,34.60126252,1,9679,-13152844.88,4109825.476
20134900,1/22/2023 8:27:00 PM,1/22/2023 12:00:00 AM,NON-AGGRAVATED ASSAULTS,144,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","1000 E AVENUE S, PALMDALE, CA 93550",1000 E AVENUE S,PALMDALE,93550,923-01065-2603,2603,1065,NO,CA01900W9,PALMDALE,-118.1091895,34.55605299,2,9680,-13147854.83,4103712.99
20155590,2/15/2023 11:55:00 PM,2/16/2023 12:00:00 AM,LARCENY THEFT,342,VEHICLE BURGLARY: Truck/Cargo Van Burglary,"1100 VANCOUVER AVE, LOS ANGELES, CA 90022",1100 VANCOUVER AVE,LOS ANGELES,90022,923-02268-0286,286,2268,NO,CA0190002,EAST LOS ANGELES,-118.1599947,34.01706149,1,9681,-13153510.44,4031093.198
20145493,2/3/2023 6:26:02 AM,2/3/2023 12:00:00 AM,FRAUD AND NSF CHECKS,117,IDENTITY THEFT (GOODS/SERVICES/CREDIT),"2500 EL SEGUNDO BLVD, LOS ANGELES, CA",2500 EL SEGUNDO BLVD,LOS ANGELES,,923-01765-2138,2138,1765,NO,CA01900V3,CENTURY,-118.2652516,33.91600606,2,9682,-13165227.59,4017529.261
20158937,2/19/2023 10:25:00 PM,2/20/2023 12:00:00 AM,LARCENY THEFT,384,"THEFT, PETTY: From Auto (Except Parts/Accessories)","9000 ROSECRANS AVE, BELLFLOWER, CA 90706",9000 ROSECRANS AVE,BELLFLOWER,90706,923-03479-1332,1332,3479,NO,CA0190013,LAKEWOOD,-118.139008,33.90393898,1,9683,-13151174.22,4015910.66
20147493,2/6/2023 3:30:00 AM,2/6/2023 12:00:00 AM,VANDALISM,262,VANDALISM: Vandalism Jail,"5000 WHITTIER BLVD, LOS ANGELES, CA",5000 WHITTIER BLVD,LOS ANGELES,,923-01771-0294,294,1771,NO,CA0190002,EAST LOS ANGELES,-118.1600178,34.02098648,2,9684,-13153513.01,4031620.346
20167380,3/2/2023 9:06:00 AM,3/2/2023 12:00:00 AM,FRAUD AND NSF CHECKS,112,FRAUD: Fraud By False Pretenses,"900 MOUNT OLIVE DR, DUARTE, CA 91010",900 MOUNT OLIVE DR,DUARTE,91010,923-02458-0542,542,2458,NO,CA0190005,TEMPLE,-117.9556352,34.14100417,2,9685,-13130761.24,4047751.192
20142689,1/31/2023 9:30:00 PM,2/1/2023 12:00:00 AM,LARCENY THEFT,85,GRAND THEFT: Auto Parts And Accessories,"2500 POPLAR PL, HUNTINGTON PARK, CA 90255",2500 POPLAR PL,HUNTINGTON PARK,90255,923-01556-2178,2178,1556,NO,CA01900V3,CENTURY,-118.2240253,33.95990986,1,9686,-13160638.3,4023420.169
20142308,1/31/2023 4:16:00 PM,1/31/2023 12:00:00 AM,LARCENY THEFT,83,"GRAND THEFT: Shoplifting (From Dept Store, Mkt Gas Sta)","100 CITADEL DR, COMMERCE, CA",100 CITADEL DR,COMMERCE,,923-01469-0245,245,1469,NO,CA0190002,EAST LOS ANGELES,-118.1521962,34.00517325,1,9687,-13152642.32,4029496.689
20164572,2/27/2023 12:30:00 PM,2/27/2023 12:00:00 AM,LARCENY THEFT,383,"THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","7000 TELEGRAPH RD, COMMERCE, CA 90040",7000 TELEGRAPH RD,COMMERCE,90040,923-02841-0245,245,2841,NO,CA0190002,EAST LOS ANGELES,-118.1334698,33.98678397,1,9688,-13150557.7,4027027.574
20160421,2/22/2023 2:30:00 AM,2/22/2023 12:00:00 AM,BURGLARY,61,"BURGLARY, RESIDENCE: Night, Entry by Force","2000 WORKMAN MILL RD, BASSETT, CA",2000 WORKMAN MILL RD,BASSETT,,923-01965-1460,1460,1965,NO,CA0190014,INDUSTRY,-118.0211065,34.03221207,1,9689,-13138049.48,4033128.141
20157155,2/16/2023 12:00:30 AM,2/17/2023 12:00:00 AM,VANDALISM,263,VANDALISM FELONY,"3800 DOZIER ST, LOS ANGELES, CA",3800 DOZIER ST,LOS ANGELES,,923-02367-0275,275,2367,NO,CA0190002,EAST LOS ANGELES,-118.182272,34.04100418,2,9690,-13155990.34,4034309.216
20148269,2/7/2023 4:00:00 AM,2/7/2023 12:00:00 AM,BURGLARY,67,"BURGLARY, RESIDENCE: Unknown, Entry By Force","14900 PRAIRIE AVE, LAWNDALE, CA 90260",14900 PRAIRIE AVE,LAWNDALE,90260,923-01174-0331,331,1174,NO,CA0190003,SOUTH LOS ANGELES,-118.3438413,33.89500467,1,9691,-13173976.15,4014712.417
20155568,2/15/2023 10:00:00 PM,2/16/2023 12:00:00 AM,OFFENSES AGAINST FAMILY,175,OFFENSES AGAINST FAMILY: Domestic Violence (Other than Phys Assault),"23700 HIGHLAND VALLEY RD, DIAMOND BAR, CA 91765",23700 HIGHLAND VALLEY RD,DIAMOND BAR,91765,023-01237-2920,2920,1237,NO,CA0190020,WALNUT,-117.8030474,34.03370863,2,9692,-13113775.25,4033329.17
20144207,2/1/2023 4:09:24 PM,2/2/2023 12:00:00 AM,FRAUD AND NSF CHECKS,117,IDENTITY THEFT (GOODS/SERVICES/CREDIT),"5400 WHITTIER BLVD, LOS ANGELES, CA",5400 WHITTIER BLVD,LOS ANGELES,,923-01584-0286,286,1584,NO,CA0190002,EAST LOS ANGELES,-118.1519295,34.01927318,2,9693,-13152612.63,4031390.237
20133925,1/21/2023 9:51:00 AM,1/21/2023 12:00:00 AM,NON-AGGRAVATED ASSAULTS,146,"ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","18100 COWBELL CT, ROWLAND HEIGHTS, CA",18100 COWBELL CT,ROWLAND HEIGHTS,,023-00507-2930,2930,507,NO,CA0190020,WALNUT,-117.9135141,33.97083887,2,9694,-13126072.35,4024887.07
20154019,12/5/2022 2:00:00 PM,2/14/2023 12:00:00 AM,FRAUD AND NSF CHECKS,117,IDENTITY THEFT (GOODS/SERVICES/CREDIT),"24400 DERIAN DR, NEWHALL, CA",24400 DERIAN DR,NEWHALL,,923-02183-0628,628,2183,NO,CA0190006,SANTA CLARITA VALLEY,-118.5391391,34.37107245,2,9695,-13195716.6,4078737.489
20306200,8/11/2023 8:40:00 PM,8/12/2023 12:00:00 AM,GRAND THEFT AUTO,91,GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van,"17600 CASTLETON ST, INDUSTRY, CA 91748",17600 CASTLETON ST,INDUSTRY,91748,923-08117-1418,1418,8117,NO,CA0190014,INDUSTRY,-117.9193767,33.99350933,1,9696,-13126724.97,4027930.521
20156394,1/30/2023 7:00:00 PM,2/16/2023 12:00:00 AM,LARCENY THEFT,344,VEHICLE BURGLARY: Other Vehicle Burglary,"3400 FLORAL DR, LOS ANGELES, CA",3400 FLORAL DR,LOS ANGELES,,923-02309-0275,275,2309,NO,CA0190002,EAST LOS ANGELES,-118.1892733,34.04200313,1,9697,-13156769.73,4034443.415
20300876,8/6/2023 8:00:00 AM,8/6/2023 12:00:00 AM,GRAND THEFT AUTO,93,"GRAND THEFT VEHICLE (GTA): Truck, Motor Home, Cargo Van","2700 NEW AVE, ROSEMEAD, CA 91770",2700 NEW AVE,ROSEMEAD,91770,923-08111-0532,532,8111,NO,CA0190005,TEMPLE,-118.1069896,34.06100485,1,9698,-13147609.94,4036996.432
20125251,12/21/2022 12:00:00 AM,1/11/2023 12:00:00 AM,FELONIES MISCELLANEOUS,324,"FELONIES, MISCELLANEOUS: Extortion","6000 LIGHT HOUSE LN, PALMDALE, CA 93550",6000 LIGHT HOUSE LN,PALMDALE,93550,923-00512-2607,2607,512,NO,CA01900W9,PALMDALE,-118.0220104,34.56179709,2,9699,-13138150.1,4104489.428
20148686,2/3/2023 1:00:00 PM,2/7/2023 12:00:00 AM,FRAUD AND NSF CHECKS,111,FRAUD: Fraudulent Credit Applications,"4900 W 139TH ST, HAWTHORNE, CA 90250",4900 W 139TH ST,HAWTHORNE,90250,923-01203-0385,385,1203,NO,CA0190003,SOUTH LOS ANGELES,-118.364184,33.90500488,2,9700,-13176240.69,4016053.623
20160923,2/22/2023 2:51:00 PM,2/22/2023 12:00:00 AM,VANDALISM,263,VANDALISM FELONY,"1600 E PALMDALE BLVD, PALMDALE, CA",1600 E PALMDALE BLVD,PALMDALE,,923-02526-2610,2610,2526,NO,CA01900W9,PALMDALE,-118.0980082,34.57967267,2,9701,-13146610.14,4106906.039
20148896,2/8/2023 3:40:00 AM,2/8/2023 12:00:00 AM,VANDALISM,263,VANDALISM FELONY,"1500 103RD ST, LOS ANGELES, CA",1500 103RD ST,LOS ANGELES,,923-01210-0372,372,1210,NO,CA0190003,SOUTH LOS ANGELES,-118.3030118,33.94320724,2,9702,-13169431.04,4021178.693
20149045,2/8/2023 2:00:00 AM,2/8/2023 12:00:00 AM,VANDALISM,263,VANDALISM FELONY,"1000 W 101ST ST, LOS ANGELES, CA 90044",1000 W 101ST ST,LOS ANGELES,90044,923-01214-0372,372,1214,NO,CA0190003,SOUTH LOS ANGELES,-118.2930122,33.94499092,2,9703,-13168317.88,4021418.041
20146827,2/5/2023 2:30:00 AM,2/5/2023 12:00:00 AM,LARCENY THEFT,384,"THEFT, PETTY: From Auto (Except Parts/Accessories)","1900 MARENGO ST, LOS ANGELES, CA",1900 MARENGO ST,LOS ANGELES,,923-00160-8547,8547,160,NO,CA01900F4,COUNTY SERVICES BUR,-118.2080703,34.05691356,1,9704,-13158862.2,4036446.69
20132693,1/19/2023 7:00:00 PM,1/19/2023 12:00:00 AM,VEHICLE / BOATING LAWS,255,VEHICLE AND BOATING LAWS: Misdemeanor,"500 ROYCE ST, ALTADENA, CA",500 ROYCE ST,ALTADENA,,923-00174-0772,772,174,NO,CA0190007,ALTADENA,-118.1618718,34.18930416,2,9705,-13153719.4,4054249.362
20149364,2/2/2023 1:16:00 PM,2/8/2023 12:00:00 AM,FRAUD AND NSF CHECKS,112,FRAUD: Fraud By False Pretenses,"1100 91ST ST, LOS ANGELES, CA 90047",1100 91ST ST,LOS ANGELES,90047,923-01226-0370,370,1226,NO,CA0190003,SOUTH LOS ANGELES,-118.2940127,33.95458122,2,9706,-13168429.26,4022705.023
20268882,6/19/2023 12:00:00 AM,7/1/2023 12:00:00 AM,GRAND THEFT AUTO,91,GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van,"11700 WILTON PL, LOS ANGELES, CA 90047",11700 WILTON PL,LOS ANGELES,90047,923-05604-0376,376,5604,NO,CA0190003,SOUTH LOS ANGELES,-118.313424,33.92600642,1,9707,-13170590.11,4018870.818
20155215,2/5/2023 12:06:00 AM,2/15/2023 12:00:00 AM,FRAUD AND NSF CHECKS,112,FRAUD: Fraud By False Pretenses,"9000 ARGO PL, ROSEMEAD, CA 91770",9000 ARGO PL,ROSEMEAD,91770,923-01845-0534,534,1845,NO,CA0190005,TEMPLE,-118.0702692,34.06406987,2,9708,-13143522.24,4037408.292
20153573,2/1/2023 12:00:00 PM,2/13/2023 12:00:00 AM,FRAUD AND NSF CHECKS,112,FRAUD: Fraud By False Pretenses,"1200 HIGHLAND AVE, DUARTE, CA 91010",1200 HIGHLAND AVE,DUARTE,91010,923-01779-0541,541,1779,NO,CA0190005,TEMPLE,-117.9673509,34.13800713,2,9709,-13132065.43,4047348.1
20270168,7/1/2023 10:15:00 PM,7/3/2023 12:00:00 AM,BURGLARY,77,"BURGLARY, OTHER STRUCTURE: Unknown, Entry By Force","11700 IMPERIAL HWY, NORWALK, CA 90650",11700 IMPERIAL HWY,NORWALK,90650,923-07801-0454,454,7801,NO,CA0190004,NORWALK,-118.0830283,33.91700491,1,9710,-13144942.58,4017663.251
20203494,4/11/2023 4:00:00 AM,4/15/2023 12:00:00 AM,GRAND THEFT AUTO,91,GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van,"7400 ROSEMEAD BLVD, PICO RIVERA, CA 90660",7400 ROSEMEAD BLVD,PICO RIVERA,90660,923-02319-1520,1520,2319,NO,CA0190015,PICO RIVERA,-118.100973,33.97598562,1,9711,-13146940.18,4025577.938
20153582,2/9/2023 3:30:00 PM,2/13/2023 12:00:00 AM,FRAUD AND NSF CHECKS,112,FRAUD: Fraud By False Pretenses,"5100 FARAGO AVE, TEMPLE CITY, CA 91780",5100 FARAGO AVE,TEMPLE CITY,91780,923-01780-0525,525,1780,NO,CA0190005,TEMPLE,-118.0302014,34.09797559,2,9712,-13139061.92,4041965.354
20182759,3/21/2023 10:56:00 AM,3/21/2023 12:00:00 AM,AGGRAVATED ASSAULT,54,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC.","11700 S ALAMEDA ST, LYNWOOD, CA 90262",11700 S ALAMEDA ST,LYNWOOD,90262,023-00581-5700,5700,581,NO,CA0190053,CRDF,-118.2260667,33.92738912,1,9713,-13160865.54,4019056.321
20143223,1/29/2023 2:45:00 PM,2/1/2023 12:00:00 AM,LARCENY THEFT,83,"GRAND THEFT: Shoplifting (From Dept Store, Mkt Gas Sta)","24300 MAGIC MOUNTAIN PKWY, VALENCIA, CA",24300 MAGIC MOUNTAIN PKWY,VALENCIA,,923-01503-0644,644,1503,NO,CA0190006,SANTA CLARITA VALLEY,-118.5585819,34.42059473,1,9714,-13197880.97,4085418.413
20152392,2/11/2023 10:19:00 PM,2/11/2023 12:00:00 AM,VEHICLE / BOATING LAWS,250,"VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","220TH ST AND RASHDALL AVE, CARSON, CA",220TH ST AND RASHDALL AVE,CARSON,,923-01408-1617,1617,1408,NO,CA0190016,CARSON,-118.2790119,33.82803343,2,9715,-13166759.37,4005734.424
20148587,2/7/2023 5:20:00 PM,2/7/2023 12:00:00 AM,LARCENY THEFT,383,"THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","400 LOS CERRITOS CTR, CERRITOS, CA 90703",400 LOS CERRITOS CTR,CERRITOS,90703,923-00561-2311,2311,561,NO,CA01900R7,CERRITOS,-118.0929329,33.85965335,1,9716,-13146045.15,4009972.432
20309800,8/16/2023 5:55:00 PM,8/16/2023 12:00:00 AM,LARCENY THEFT,83,"GRAND THEFT: Shoplifting (From Dept Store, Mkt Gas Sta)","39400 10TH ST W, PALMDALE, CA 93551",39400 10TH ST W,PALMDALE,93551,923-10438-2619,2619,10438,NO,CA01900W9,PALMDALE,-118.1459824,34.59816198,1,9717,-13151950.6,4109406.166
20396929,11/29/2023 8:00:00 AM,11/29/2023 12:00:00 AM,NARCOTICS,184,Felony Possession of a Controlled Substance (excluding Marijuana),"29300 THE OLD ROAD, CASTAIC, CA 91384",29300 THE OLD ROAD,CASTAIC,91384,923-00956-5610,5610,956,NO,CA0190082,PDC - SOUTH,-118.6128921,34.44986779,2,9718,-13203926.75,4089369.427
20361406,10/15/2023 1:59:58 PM,10/15/2023 12:00:00 AM,NON-AGGRAVATED ASSAULTS,146,"ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","200 E 184TH ST, CARSON, CA",200 E 184TH ST,CARSON,,023-09927-1614,1614,9927,NO,CA0190016,CARSON,-118.2710111,33.86167992,2,9719,-13165868.73,4010244.106
20399664,12/2/2023 7:45:00 AM,12/2/2023 12:00:00 AM,GRAND THEFT AUTO,91,GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van,"1100 FAIRWAY DR, ROWLAND HEIGHTS, CA 91748",1100 FAIRWAY DR,ROWLAND HEIGHTS,91748,923-08954-2934,2934,8954,NO,CA0190020,WALNUT,-117.868623,33.99356593,1,9720,-13121075.09,4027938.121
20386314,11/15/2023 2:20:00 AM,11/15/2023 12:00:00 AM,BURGLARY,71,"BURGLARY, OTHER STRUCTURE: Night, Entry By Force","3700 ROSEMEAD BLVD, ROSEMEAD, CA 91770",3700 ROSEMEAD BLVD,ROSEMEAD,91770,923-11754-0531,531,11754,NO,CA0190005,TEMPLE,-118.0730204,34.07600474,1,9721,-13143828.51,4039012.177
20169525,3/5/2023 4:02:00 AM,3/5/2023 12:00:00 AM,VEHICLE / BOATING LAWS,250,"VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","CYPRESS ST AND N 247TH ST, LOMITA, CA",CYPRESS ST AND N 247TH ST,LOMITA,,923-00754-1711,1711,754,NO,CA0190017,LOMITA,-118.3220123,33.80019467,2,9722,-13171546.15,4002004.502
20185595,3/24/2023 3:30:00 PM,3/24/2023 12:00:00 AM,VEHICLE / BOATING LAWS,255,VEHICLE AND BOATING LAWS: Misdemeanor,"CHALLENGER WAY AND AVENUE K, LANCASTER, CA",CHALLENGER WAY AND AVENUE K,LANCASTER,,923-04911-1137,1137,4911,NO,CA0190024,LANCASTER,-118.1120132,34.67505259,2,9723,-13148169.17,4119809.303
20187856,3/27/2023 5:50:00 PM,3/27/2023 12:00:00 AM,VEHICLE / BOATING LAWS,255,VEHICLE AND BOATING LAWS: Misdemeanor,"NEWGROVE ST AND SIERRA HWY, LANCASTER, CA",NEWGROVE ST AND SIERRA HWY,LANCASTER,,923-05069-1122,1122,5069,NO,CA0190024,LANCASTER,-118.1362422,34.69397988,2,9724,-13150866.32,4122371.607
20192616,4/2/2023 5:37:00 PM,4/2/2023 12:00:00 AM,VEHICLE / BOATING LAWS,255,VEHICLE AND BOATING LAWS: Misdemeanor,"20TH ST E AND AVENUE J, LANCASTER, CA",20TH ST E AND AVENUE J,LANCASTER,,923-05415-1135,1135,5415,NO,CA0190024,LANCASTER,-118.0946918,34.68899823,2,9725,-13146240.96,4121697.154
20408010,12/12/2023 2:15:00 AM,12/12/2023 12:00:00 AM,BURGLARY,71,"BURGLARY, OTHER STRUCTURE: Night, Entry By Force","15700 HAWTHORNE BLVD, LAWNDALE, CA",15700 HAWTHORNE BLVD,LAWNDALE,,923-10490-0332,332,10490,NO,CA0190003,SOUTH LOS ANGELES,-118.3525512,33.88800452,1,9726,-13174945.73,4013773.665
20408741,12/12/2023 10:53:27 PM,12/12/2023 12:00:00 AM,NON-AGGRAVATED ASSAULTS,144,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","441 BAUCHET ST AND 5550, LOS ANGELES, CA 90012",441 BAUCHET ST AND 5550,LOS ANGELES,90012,923-03896-5100,5100,3896,NO,CA0190058,MEN'S CENTRAL JAIL,-118.231115,34.05922811,2,9727,-13161427.52,4036757.689
20342475,9/22/2023 12:00:00 PM,9/22/2023 12:00:00 AM,LIQUOR LAWS,198,LIQUOR LAWS: All Other Liquor Law Violations,"19300 NADAL ST, CANYON COUNTRY, CA",19300 NADAL ST,CANYON COUNTRY,,923-13783-0606,606,13783,NO,CA0190006,SANTA CLARITA VALLEY,-118.4726165,34.42985103,2,9728,-13188311.35,4086667.595
20390624,11/20/2023 5:51:12 PM,11/20/2023 12:00:00 AM,LIQUOR LAWS,199,TOBACCO LAWS: Furnishing Tobacco to Minors,"1600 ALTADENA DR, ALTADENA, CA 91001",1600 ALTADENA DR,ALTADENA,91001,923-02755-0776,776,2755,NO,CA0190007,ALTADENA,-118.116018,34.19067759,2,9729,-13148614.98,4054434.195
20361955,10/16/2023 10:26:00 AM,10/16/2023 12:00:00 AM,NARCOTICS,189,NARCOTICS: Marijuana Misdemeanors (Less Than 1 oz),"27000 ROBERT C LEE PKWY, SANTA CLARITA, CA",27000 ROBERT C LEE PKWY,SANTA CLARITA,,923-15021-0638,638,15021,NO,CA0190006,SANTA CLARITA VALLEY,-118.4942413,34.39845206,2,9730,-13190718.61,4082430.714
20274214,7/6/2023 3:36:00 AM,7/6/2023 12:00:00 AM,BURGLARY,71,"BURGLARY, OTHER STRUCTURE: Night, Entry By Force","500 AZUSA WAY, LA PUENTE, CA 91744",500 AZUSA WAY,LA PUENTE,91744,923-06877-1435,1435,6877,NO,CA0190014,INDUSTRY,-117.9234158,34.01208932,1,9731,-13127174.6,4030425.442
20232586,5/20/2023 5:00:00 AM,5/20/2023 12:00:00 AM,LARCENY THEFT,85,GRAND THEFT: Auto Parts And Accessories,"800 N GAGE AVE, LOS ANGELES, CA 90063",800 N GAGE AVE,LOS ANGELES,90063,923-06856-0272,272,6856,NO,CA0190002,EAST LOS ANGELES,-118.1839725,34.04489629,1,9732,-13156179.64,4034832.095
20234934,5/22/2023 10:00:00 AM,5/23/2023 12:00:00 AM,FRAUD AND NSF CHECKS,112,FRAUD: Fraud By False Pretenses,"17800 CLARK AVE, BELLFLOWER, CA 90706",17800 CLARK AVE,BELLFLOWER,90706,023-09682-1335,1335,9682,NO,CA0190013,LAKEWOOD,-118.1330704,33.87000496,2,9733,-13150513.25,4011360.195
20231198,5/17/2023 9:30:00 PM,5/18/2023 12:00:00 AM,LARCENY THEFT,340,VEHICLE BURGLARY: Auto/Passenger Van Burglary,"38600 12TH ST E, PALMDALE, CA",38600 12TH ST E,PALMDALE,,923-06353-2610,2610,6353,NO,CA01900W9,PALMDALE,-118.1075945,34.58401162,1,9734,-13147677.27,4107492.702
20286824,7/21/2023 1:45:00 PM,7/21/2023 12:00:00 AM,VEHICLE / BOATING LAWS,250,"VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","APPIAN WAY AND 259TH ST, LOMITA, CA",APPIAN WAY AND 259TH ST,LOMITA,,923-02429-1713,1713,2429,NO,CA0190017,LOMITA,-118.3111516,33.78812239,2,9735,-13170337.15,4000387.398
20265220,6/21/2023 8:00:00 PM,6/27/2023 12:00:00 AM,LARCENY THEFT,89,"GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","10300 WEAVER ST, SOUTH EL MONTE, CA 91733",10300 WEAVER ST,SOUTH EL MONTE,91733,923-06800-0560,560,6800,NO,CA0190005,TEMPLE,-118.0440122,34.05484757,1,9736,-13140599.33,4036169.095
20182283,3/20/2023 6:30:00 PM,3/20/2023 12:00:00 AM,LARCENY THEFT,386,"THEFT, PETTY: Bicycles","1500 62ND ST, LOS ANGELES, CA 90001",1500 62ND ST,LOS ANGELES,90001,923-03965-2171,2171,3965,NO,CA01900V3,CENTURY,-118.2453258,33.98300628,1,9737,-13163009.45,4026520.413
20181191,3/19/2023 3:00:00 AM,3/19/2023 12:00:00 AM,BURGLARY,71,"BURGLARY, OTHER STRUCTURE: Night, Entry By Force","3500 BRENTON AVE, LYNWOOD, CA 90262",3500 BRENTON AVE,LYNWOOD,90262,923-03887-2112,2112,3887,NO,CA01900V3,CENTURY,-118.2060539,33.93398169,1,9738,-13158637.73,4019940.822
20193523,4/3/2023 4:05:00 PM,4/3/2023 12:00:00 AM,VANDALISM,263,VANDALISM FELONY,"28800 COAL MOUNTAIN CT, VALENCIA, CA 91354",28800 COAL MOUNTAIN CT,VALENCIA,91354,923-04595-0648,648,4595,NO,CA0190006,SANTA CLARITA VALLEY,-118.5664033,34.45917953,2,9739,-13198751.64,4090626.533
20120296,12/30/2022 12:00:00 AM,1/5/2023 12:00:00 AM,GRAND THEFT AUTO,91,GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van,"95TH ST AND NORMANDIE AVE, LOS ANGELES, CA",95TH ST AND NORMANDIE AVE,LOS ANGELES,,923-00122-0371,371,122,NO,CA0190003,SOUTH LOS ANGELES,-118.3002592,33.94900902,1,9740,-13169124.62,4021957.237
20174543,3/10/2023 11:00:00 PM,3/11/2023 12:00:00 AM,GRAND THEFT AUTO,92,"GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van, Attempt","11800 ARTESIA BLVD, ARTESIA, CA 90701",11800 ARTESIA BLVD,ARTESIA,90701,923-04809-1348,1348,4809,NO,CA0190013,LAKEWOOD,-118.0810131,33.87304132,1,9741,-13144718.25,4011767.29
20152644,2/12/2023 3:59:00 AM,2/12/2023 12:00:00 AM,GRAND THEFT AUTO,91,GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van,"6100 TELEGRAPH RD, COMMERCE, CA 90040",6100 TELEGRAPH RD,COMMERCE,90040,923-02103-0245,245,2103,NO,CA0190002,EAST LOS ANGELES,-118.1457812,33.99748792,1,9742,-13151928.21,4028464.72
20178305,3/15/2023 7:52:00 PM,3/15/2023 12:00:00 AM,ROBBERY,32,"ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","20300 S WILMINGTON AVE, RANCHO DOMINGUEZ, CA",20300 S WILMINGTON AVE,RANCHO DOMINGUEZ,,923-02486-1692,1692,2486,NO,CA0190016,CARSON,-118.233024,33.84668074,1,9743,-13161640.02,4008233.528
20230874,5/18/2023 7:29:00 AM,5/18/2023 12:00:00 AM,AGGRAVATED ASSAULT,54,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC.","1300 E 214TH ST, CARSON, CA 90745",1300 E 214TH ST,CARSON,90745,023-04650-1620,1620,4650,NO,CA0190016,CARSON,-118.2480157,33.83419985,1,9744,-13163308.89,4006560.784
20127046,1/13/2023 8:57:28 AM,1/13/2023 12:00:00 AM,VANDALISM,263,VANDALISM FELONY,"20700 S LEAPWOOD AVE, CARSON, CA 90746",20700 S LEAPWOOD AVE,CARSON,90746,923-00417-1620,1620,417,NO,CA0190016,CARSON,-118.2581175,33.84197297,2,9745,-13164433.43,4007602.544
20194984,4/4/2023 10:00:00 PM,4/5/2023 12:00:00 AM,VEHICLE / BOATING LAWS,251,"VEHICLE AND BOATING LAWS: Hit And Run, Felony (Cause Inj Or Death)","SANTA FE AVE AND S ARTESIA BLVD, COMPTON, CA",SANTA FE AVE AND S ARTESIA BLVD,COMPTON,,923-04501-2845,2845,4501,NO,CA0190042,COMPTON,-118.2140066,33.87425238,2,9746,-13159523.02,4011929.664
